Frame,Queue,Moving
796,0.775917,0.0535653
797,0.777628,0.0556279
798,0.777587,0.0389711
799,0.777725,0.0559443
800,0.777361,0.0556495
801,0.776885,0.0440718
802,0.775413,0.0562136
803,0.774695,0.0600131
804,0.774645,0.0401605
805,0.774183,0.0556153
806,0.774901,0.0583963
807,0.775314,0.0390796
808,0.775314,0.0534078
809,0.775738,0.0542616
810,0.776377,0.0340679
811,0.777846,0.0525969
812,0.780164,0.0527093
813,0.783557,0.040074
814,0.7888,0.0590963
815,0.791577,0.0529912
816,0.794387,0.0349699
817,0.797014,0.0505222
818,0.799537,0.0475719
819,0.80031,0.024184
820,0.813999,0.224735
821,0.813719,0.0444127
822,0.814103,0.0320774
823,0.817306,0.042791
824,0.820431,0.0358692
825,0.822352,0.026395
826,0.82551,0.0359766
827,0.827672,0.03783
828,0.8286,0.0263518
829,0.828905,0.0378504
830,0.828761,0.0403721
831,0.829476,0.0270653
832,0.830446,0.0316749
833,0.831806,0.0315937
834,0.832184,0.0216576
835,0.833001,0.0224443
836,0.832983,0.0228119
837,0.833316,0.0128839
838,0.833951,0.0227587
839,0.834496,0.0238597
840,0.834868,0.0186644
841,0.835466,0.0225403
842,0.836083,0.0228606
843,0.836365,0.0140845
844,0.836766,0.0118522
845,0.838396,0.184783
846,0.838446,0.0238998
847,0.839578,0.0320921
848,0.839822,0.0304273
849,0.83978,0.0199315
850,0.839545,0.0258152
851,0.839502,0.0224335
852,0.839457,0.0195338
853,0.839615,0.0221225
854,0.839304,0.02103
855,0.839576,0.0205714
856,0.84015,0.0239218
857,0.840045,0.0240111
858,0.840077,0.0193462
859,0.8396,0.0246093
860,0.839274,0.0214457
861,0.839068,0.0161465
862,0.838825,0.0202212
863,0.83863,0.0228933
864,0.838928,0.016063
865,0.839099,0.0241701
866,0.838609,0.0270108
867,0.838509,0.0179015
868,0.838014,0.0256128
869,0.837748,0.0147286
870,0.834081,0.172655
871,0.834557,0.0271639
872,0.835844,0.0262354
873,0.836228,0.0200964
874,0.836422,0.0231485
875,0.836758,0.0250313
876,0.836837,0.0200141
877,0.836852,0.0227123
878,0.837181,0.0218597
879,0.837318,0.0131597
880,0.83468,0.178888
881,0.834873,0.02676
882,0.835786,0.0217062
883,0.835746,0.0227691
884,0.835951,0.0216154
885,0.836271,0.0195641
886,0.836326,0.0184147
887,0.836418,0.0220118
888,0.836601,0.0213244
889,0.837221,0.0234175
890,0.83671,0.0224346
891,0.836886,0.0225246
892,0.836992,0.0229346
893,0.837823,0.0267776
894,0.838353,0.0186394
895,0.839359,0.0218819
896,0.840709,0.0217721
897,0.841394,0.018161
898,0.842407,0.0231398
899,0.843016,0.0219273
900,0.843337,0.0164592
901,0.843478,0.0199796
902,0.843179,0.0207745
903,0.843166,0.0148441
904,0.843186,0.00789455
905,0.838127,0.164001
906,0.838661,0.0217206
907,0.839533,0.0238746
908,0.839942,0.0286121
909,0.840151,0.0232284
910,0.840602,0.0241794
911,0.840727,0.0228422
912,0.840624,0.0176077
913,0.839682,0.021961
914,0.838313,0.0213291
915,0.837721,0.0201551
916,0.836033,0.0273178
917,0.833309,0.0230629
918,0.831994,0.0175609
919,0.830507,0.0197602
920,0.830068,0.0133358
921,0.830362,0.0129063
922,0.830173,0.0134359
923,0.830332,0.0108105
924,0.830132,0.0123071
925,0.829986,0.0104976
926,0.829631,0.00926792
927,0.829542,0.0100562
928,0.829285,0.00874469
929,0.829189,0.0032056
930,0.825017,0.161423
931,0.825493,0.0190246
932,0.826178,0.0205047
933,0.826347,0.0183019
934,0.826882,0.017146
935,0.827736,0.0165007
936,0.828342,0.0151296
937,0.829328,0.0197171
938,0.829827,0.0211366
939,0.830176,0.0178229
940,0.831227,0.0224057
941,0.832658,0.0300585
942,0.833098,0.0210925
943,0.832942,0.030153
944,0.83323,0.0264722
945,0.833501,0.0203046
946,0.833699,0.0233607
947,0.833731,0.0215044
948,0.833842,0.0185408
949,0.833824,0.0186947
950,0.833993,0.0161113
951,0.833865,0.0130812
952,0.833889,0.0143993
953,0.834212,0.01559
954,0.834458,0.00644432
955,0.831784,0.167381
956,0.832093,0.0211894
957,0.833022,0.0183257
958,0.832802,0.0222711
959,0.832447,0.0198036
960,0.832694,0.0207949
961,0.832701,0.0197394
962,0.832732,0.0215943
963,0.832946,0.0206085
964,0.832903,0.0190174
965,0.833429,0.0203804
966,0.833683,0.0141727
967,0.833762,0.0153615
968,0.833931,0.0174829
969,0.834013,0.0153414
970,0.834135,0.0173936
971,0.833401,0.0195963
972,0.833228,0.0143915
973,0.832946,0.0194223
974,0.832097,0.0213441
975,0.831999,0.0168261
976,0.831922,0.025649
977,0.831805,0.0245239
978,0.831591,0.0190829
979,0.831261,0.0204351
980,0.827654,0.182589
981,0.82825,0.0324058
982,0.829652,0.0393342
983,0.830773,0.0390941
984,0.831496,0.030966
985,0.832183,0.0317951
986,0.83201,0.0261161
987,0.831882,0.0195811
988,0.832201,0.0238623
989,0.832209,0.0206306
990,0.83208,0.0150699
991,0.832619,0.0345597
992,0.832623,0.017878
993,0.832741,0.0159701
994,0.83324,0.0202982
995,0.833481,0.019792
996,0.833149,0.0161974
997,0.833018,0.0181534
998,0.832834,0.0181714
999,0.83282,0.0171893
1000,0.833562,0.0194772
1001,0.834518,0.0586776
1002,0.83482,0.013094
1003,0.834737,0.0147663
1004,0.834878,0.011485
1005,0.830483,0.173598
1006,0.830793,0.0306319
1007,0.831199,0.0237128
1008,0.8312,0.0195878
1009,0.831739,0.0224907
1010,0.831599,0.0141456
1011,0.825283,0.195034
1012,0.825315,0.0379398
1013,0.825853,0.0258485
1014,0.825341,0.028623
1015,0.825208,0.027764
1016,0.824999,0.0188692
1017,0.824432,0.0286181
1018,0.824467,0.0300384
1019,0.824885,0.0247331
1020,0.824697,0.0321643
1021,0.824313,0.0266257
1022,0.824583,0.0264065
1023,0.824243,0.0219777
1024,0.824408,0.0242324
1025,0.823873,0.0192145
1026,0.823914,0.0251689
1027,0.823926,0.0260506
1028,0.823969,0.0150599
1029,0.823807,0.0179159
1030,0.823622,0.0171613
1031,0.823521,0.0152981
1032,0.823246,0.0219322
1033,0.823375,0.0251908
1034,0.823223,0.0167452
1035,0.823084,0.0174212
1036,0.820156,0.17099
1037,0.82037,0.0197138
1038,0.820898,0.0219567
1039,0.821371,0.0252955
1040,0.821444,0.0217515
1041,0.8216,0.028737
1042,0.822494,0.030693
1043,0.823009,0.0263796
1044,0.823535,0.0306082
1045,0.823767,0.0332234
1046,0.823919,0.0182992
1047,0.824124,0.0289655
1048,0.824532,0.0291737
1049,0.824427,0.0218478
1050,0.824137,0.029714
1051,0.823822,0.0269409
1052,0.823535,0.0189714
1053,0.823694,0.0222577
1054,0.823881,0.0173705
1055,0.82381,0.0161187
1056,0.824073,0.0210115
1057,0.824012,0.0260086
1058,0.824476,0.0152174
1059,0.824648,0.0212387
1060,0.824318,0.0185349
1061,0.819287,0.179628
1062,0.819634,0.0289897
1063,0.819261,0.0328083
1064,0.819089,0.0236269
1065,0.819476,0.0266505
1066,0.819674,0.0235405
1067,0.819769,0.018801
1068,0.819659,0.0226671
1069,0.819557,0.019637
1070,0.81974,0.0189139
1071,0.819736,0.0205742
1072,0.820934,0.0319167
1073,0.820693,0.0217481
1074,0.82115,0.0215559
1075,0.821782,0.0182167
1076,0.821663,0.0153246
1077,0.821842,0.0188323
1078,0.821489,0.0160929
1079,0.821576,0.0127488
1080,0.821282,0.020461
1081,0.821344,0.0158207
1082,0.821168,0.0141503
1083,0.821257,0.0199859
1084,0.821648,0.019043
